D,0.08202778207089212
A,0.5778190182320602
B,0.008779605953012748
B,0.1914393458293664
A,0.14781717115342885
C,0.7845306086474664
A,0.5312606991437046
C,0.20495763655553245
D,0.8338826546082598
B,0.17375078404183142
C,0.7516986351869238
B,0.41199897493223325
C,0.7905813822976578
A,0.6383511644679531
A,0.8434758021976153
D,0.3620470748391099
D,0.974353042181042
D,0.6143199526832368
B,0.5440169326069467
C,0.6249556295016188
A,0.21456692063786542
B,0.019648412456191755
D,0.1327613587626042
C,0.4379941192070762
D,0.9942283323780156
C,0.9020542819843727
D,0.9004032054814382
A,0.8402246246469509
C,0.08877753666486898
A,0.007565270854025252
B,0.8927452229233319
C,0.012911965713723328
B,0.3044961684012404
C,0.10396364324486851
A,0.5832543425542794
B,0.4779567264128327
B,0.7871359981673967
A,0.6058188374682375
C,0.9205942747415033
B,0.47572627565763304
B,0.8031508750231054
A,0.6271720605082683
D,0.7080848276197076
A,0.7303548956102948
D,0.6520590652451789
C,0.9673832887702255
A,0.7567688966047814
B,0.9744656084036835
B,0.08625786474007313
B,0.7134685562515075
