B,0.23472465205661286
C,0.722493944402574
C,0.8870282658759925
A,0.10514255995390664
C,0.7712979132798601
C,0.5389272622770873
B,0.9504513315840074
D,0.8163730698953817
A,0.707458774280595
D,0.6303106161511177
A,0.7206145337548854
B,0.9350450718531601
B,0.9281510630275581
B,0.709019491592277
A,0.32133496727485145
C,0.49850847196534454
B,0.6577250168486949
C,0.3497502645499325
A,0.07602942267888069
A,0.8177097095957492
D,0.7470891231657196
B,0.5171329099958597
D,0.908904574287037
C,0.34585762089226235
A,0.5452512773850965
B,0.12351393106771302
B,0.9156350740595869
C,0.6696954800974492
D,0.3424077916824043
D,0.7176188810466789
A,0.9185559191031238
C,0.11910933991888017
D,0.8465429661069905
B,0.4677249190077757
C,0.6921949492511021
D,0.9406903738411445
B,0.4021879693496927
D,0.04308105464178669
B,0.777483434839155
A,0.7316131829210555
A,0.3392287097717086
D,0.6713959704312829
A,0.6393709275501408
D,0.8701850357810399
D,0.7770478353962107
A,0.007303387403657102
B,0.9829466723314947
A,0.7085659987522441
D,0.7396202214335753
A,0.42604986670751377
