A,0.6966167879017875
B,0.27319374853096845
B,0.1672675163369004
B,0.5298123609332615
C,0.7556690503047124
A,0.10766051225970952
C,0.5840966687361622
B,0.6176977452392273
A,0.5401328841594926
A,0.07856421340252917
D,0.6005359879058381
C,0.3034818337626568
A,0.7630180307340743
A,0.6784464700682744
C,0.7616600487614318
C,0.13519408081898232
B,0.849254440754423
C,0.4201606546358386
B,0.3282155324147251
C,0.3685438144602574
B,0.8139412515203259
D,0.06767958184010214
C,0.4929269533024385
D,0.5139851136852206
C,0.35842474516313017
D,0.24852589259670343
A,0.16945240343723655
D,0.14978569584299184
D,0.95014817477553
B,0.388232770793825
B,0.5753451795429432
C,0.07742724749021435
A,0.9396001961753507
B,0.343372073085331
B,0.22220762476944345
C,0.011078744729468903
A,0.4006294645767454
B,0.23085676946000466
C,0.2949726314371085
A,0.47256363603913853
B,0.5863172391154012
C,0.9775936839844924
D,0.032514726406911665
A,0.8811365042323075
B,0.8010507423217612
A,0.06052377237366835
C,0.7853556116579044
B,0.22592025357908607
A,0.8826273055392685
C,0.5953171908989546
