A,0.5810519726960323
D,0.6258000392400538
A,0.599189763017215
C,0.055805454660819875
D,0.895369857790396
B,0.4153588385902529
D,0.23763011592098637
B,0.25822312886374765
D,0.7167906301870964
D,0.6573421381987428
B,0.3648188180478472
D,0.000533344189564855
B,0.236093258503283
C,0.09441051878071127
A,0.8059658683294811
A,0.11586136793176993
A,0.880694414690913
C,0.3213199638298361
B,0.4148535310238394
B,0.14289744133410442
B,0.9915927936307841
B,0.6184282623813802
D,0.2807160257695348
C,0.8550798430340345
A,0.7566886882917944
D,0.0038717164567869666
B,0.16343075830955522
A,0.8515144621926
D,0.6038333232978379
C,0.1896599384305957
D,0.1973611283488914
A,0.8980123192383076
D,0.5561802151235326
B,0.26778089631935453
A,0.5509474197763211
C,0.18305057859819618
B,0.917783018472445
B,0.40290792433062517
A,0.32837702252099
A,0.7275753923509493
B,0.23814784097567276
B,0.8437435963328827
B,0.09038410513963901
C,0.4224704986128254
A,0.7913872683934643
D,0.6487867411934384
C,0.29670391561740384
B,0.8920958323256161
A,0.016522227558474656
D,0.7764506026441693
