C,0.33561569600962493
A,0.8822604661009443
B,0.0885735459924597
C,0.23078674624121243
C,0.7757618316498316
A,0.3128242416226007
B,0.777331777059616
C,0.6519453470828305
C,0.071707538659733
A,0.7840038949370715
D,0.21145040235360713
A,0.4129537151341601
A,0.5921832343209107
D,0.6745261981587835
B,0.9936517213360131
D,0.8071581389125565
A,0.20622055666509143
C,0.766862233858386
A,0.8086050532256827
B,0.30942688477451585
D,0.10790316784248666
C,0.5050176567114825
C,0.6071976688739502
D,0.9070102554397097
C,0.1713480237073327
A,0.31585908523493433
C,0.7070808652416269
A,0.5046000575443171
D,0.9292006787213801
A,0.7712016687794311
B,0.5940790906790664
D,0.15332363705384888
C,0.7190298060527699
A,0.43455862871652196
A,0.7338464592211105
B,0.5175517248929274
C,0.6463403042210867
B,0.45713169923014374
C,0.6078115004331988
A,0.6048672158267006
A,0.38761645845535597
D,0.6484766435581507
A,0.5699785547847065
C,0.3741494927044411
C,0.47874365075594527
D,0.1557625123967764
D,0.1472597658594218
A,0.2088149626512622
A,0.8026059087159306
D,0.714554606822873
